"","position","digit","color"
"22492",22492,"4","#C09BD8"
"22493",22493,"0","#0B0033"
"22494",22494,"6","#916C80"
"22495",22495,"7","#3B1F2B"
"22496",22496,"0","#0B0033"
"22497",22497,"3","#815355"
"22498",22498,"1","#376996"
"22499",22499,"0","#0B0033"
"22500",22500,"9","#5F758E"
"22501",22501,"6","#916C80"
"22502",22502,"7","#3B1F2B"
"22503",22503,"6","#916C80"
"22504",22504,"7","#3B1F2B"
"22505",22505,"6","#916C80"
"22506",22506,"5","#48284A"
"22507",22507,"7","#3B1F2B"
"22508",22508,"4","#C09BD8"
"22509",22509,"8","#DB162F"
"22510",22510,"6","#916C80"
"22511",22511,"9","#5F758E"
"22512",22512,"5","#48284A"
"22513",22513,"3","#815355"
"22514",22514,"5","#48284A"
"22515",22515,"8","#DB162F"
"22516",22516,"7","#3B1F2B"
"22517",22517,"8","#DB162F"
"22518",22518,"9","#5F758E"
"22519",22519,"6","#916C80"
"22520",22520,"7","#3B1F2B"
"22521",22521,"0","#0B0033"
"22522",22522,"0","#0B0033"
"22523",22523,"3","#815355"
"22524",22524,"1","#376996"
"22525",22525,"9","#5F758E"
"22526",22526,"2","#C3B299"
"22527",22527,"5","#48284A"
"22528",22528,"8","#DB162F"
"22529",22529,"6","#916C80"
"22530",22530,"6","#916C80"
"22531",22531,"2","#C3B299"
"22532",22532,"5","#48284A"
"22533",22533,"9","#5F758E"
"22534",22534,"4","#C09BD8"
"22535",22535,"1","#376996"
"22536",22536,"0","#0B0033"
"22537",22537,"5","#48284A"
"22538",22538,"1","#376996"
"22539",22539,"0","#0B0033"
"22540",22540,"5","#48284A"
"22541",22541,"3","#815355"
"22542",22542,"3","#815355"
"22543",22543,"5","#48284A"
"22544",22544,"8","#DB162F"
"22545",22545,"4","#C09BD8"
"22546",22546,"3","#815355"
"22547",22547,"8","#DB162F"
"22548",22548,"4","#C09BD8"
"22549",22549,"6","#916C80"
"22550",22550,"5","#48284A"
"22551",22551,"6","#916C80"
"22552",22552,"0","#0B0033"
"22553",22553,"2","#C3B299"
"22554",22554,"3","#815355"
"22555",22555,"3","#815355"
"22556",22556,"9","#5F758E"
"22557",22557,"1","#376996"
"22558",22558,"7","#3B1F2B"
"22559",22559,"9","#5F758E"
"22560",22560,"6","#916C80"
"22561",22561,"7","#3B1F2B"
"22562",22562,"4","#C09BD8"
"22563",22563,"9","#5F758E"
"22564",22564,"2","#C3B299"
"22565",22565,"6","#916C80"
"22566",22566,"7","#3B1F2B"
"22567",22567,"8","#DB162F"
"22568",22568,"4","#C09BD8"
"22569",22569,"4","#C09BD8"
"22570",22570,"7","#3B1F2B"
"22571",22571,"6","#916C80"
"22572",22572,"3","#815355"
"22573",22573,"7","#3B1F2B"
"22574",22574,"0","#0B0033"
"22575",22575,"8","#DB162F"
"22576",22576,"4","#C09BD8"
"22577",22577,"7","#3B1F2B"
"22578",22578,"4","#C09BD8"
"22579",22579,"9","#5F758E"
"22580",22580,"7","#3B1F2B"
"22581",22581,"8","#DB162F"
"22582",22582,"3","#815355"
"22583",22583,"3","#815355"
"22584",22584,"3","#815355"
"22585",22585,"6","#916C80"
"22586",22586,"5","#48284A"
"22587",22587,"5","#48284A"
"22588",22588,"5","#48284A"
"22589",22589,"7","#3B1F2B"
"22590",22590,"9","#5F758E"
"22591",22591,"0","#0B0033"
"22592",22592,"0","#0B0033"
"22593",22593,"7","#3B1F2B"
"22594",22594,"3","#815355"
"22595",22595,"8","#DB162F"
"22596",22596,"4","#C09BD8"
"22597",22597,"1","#376996"
"22598",22598,"9","#5F758E"
"22599",22599,"1","#376996"
"22600",22600,"4","#C09BD8"
"22601",22601,"7","#3B1F2B"
"22602",22602,"3","#815355"
"22603",22603,"1","#376996"
"22604",22604,"9","#5F758E"
"22605",22605,"8","#DB162F"
"22606",22606,"8","#DB162F"
"22607",22607,"6","#916C80"
"22608",22608,"2","#C3B299"
"22609",22609,"7","#3B1F2B"
"22610",22610,"1","#376996"
"22611",22611,"3","#815355"
"22612",22612,"5","#48284A"
"22613",22613,"2","#C3B299"
"22614",22614,"5","#48284A"
"22615",22615,"9","#5F758E"
"22616",22616,"5","#48284A"
"22617",22617,"4","#C09BD8"
"22618",22618,"6","#916C80"
"22619",22619,"2","#C3B299"
"22620",22620,"5","#48284A"
"22621",22621,"1","#376996"
"22622",22622,"8","#DB162F"
"22623",22623,"1","#376996"
"22624",22624,"6","#916C80"
"22625",22625,"0","#0B0033"
"22626",22626,"4","#C09BD8"
"22627",22627,"3","#815355"
"22628",22628,"4","#C09BD8"
"22629",22629,"2","#C3B299"
"22630",22630,"2","#C3B299"
"22631",22631,"5","#48284A"
"22632",22632,"3","#815355"
"22633",22633,"7","#3B1F2B"
"22634",22634,"2","#C3B299"
"22635",22635,"9","#5F758E"
"22636",22636,"9","#5F758E"
"22637",22637,"6","#916C80"
"22638",22638,"2","#C3B299"
"22639",22639,"8","#DB162F"
"22640",22640,"6","#916C80"
"22641",22641,"3","#815355"
"22642",22642,"2","#C3B299"
"22643",22643,"6","#916C80"
"22644",22644,"7","#3B1F2B"
"22645",22645,"4","#C09BD8"
"22646",22646,"9","#5F758E"
"22647",22647,"6","#916C80"
"22648",22648,"8","#DB162F"
"22649",22649,"2","#C3B299"
"22650",22650,"4","#C09BD8"
"22651",22651,"0","#0B0033"
"22652",22652,"5","#48284A"
"22653",22653,"8","#DB162F"
"22654",22654,"0","#0B0033"
"22655",22655,"6","#916C80"
"22656",22656,"0","#0B0033"
"22657",22657,"2","#C3B299"
"22658",22658,"9","#5F758E"
"22659",22659,"6","#916C80"
"22660",22660,"4","#C09BD8"
"22661",22661,"2","#C3B299"
"22662",22662,"1","#376996"
"22663",22663,"1","#376996"
"22664",22664,"4","#C09BD8"
"22665",22665,"6","#916C80"
"22666",22666,"3","#815355"
"22667",22667,"8","#DB162F"
"22668",22668,"6","#916C80"
"22669",22669,"4","#C09BD8"
"22670",22670,"3","#815355"
"22671",22671,"6","#916C80"
"22672",22672,"8","#DB162F"
"22673",22673,"6","#916C80"
"22674",22674,"4","#C09BD8"
"22675",22675,"2","#C3B299"
"22676",22676,"2","#C3B299"
"22677",22677,"4","#C09BD8"
"22678",22678,"7","#3B1F2B"
"22679",22679,"2","#C3B299"
"22680",22680,"4","#C09BD8"
"22681",22681,"8","#DB162F"
"22682",22682,"8","#DB162F"
"22683",22683,"7","#3B1F2B"
"22684",22684,"2","#C3B299"
"22685",22685,"8","#DB162F"
"22686",22686,"3","#815355"
"22687",22687,"4","#C09BD8"
"22688",22688,"3","#815355"
"22689",22689,"4","#C09BD8"
"22690",22690,"1","#376996"
"22691",22691,"7","#3B1F2B"
"22692",22692,"0","#0B0033"
"22693",22693,"4","#C09BD8"
"22694",22694,"4","#C09BD8"
"22695",22695,"1","#376996"
"22696",22696,"5","#48284A"
"22697",22697,"7","#3B1F2B"
"22698",22698,"3","#815355"
"22699",22699,"4","#C09BD8"
"22700",22700,"8","#DB162F"
"22701",22701,"2","#C3B299"
"22702",22702,"4","#C09BD8"
"22703",22703,"8","#DB162F"
"22704",22704,"1","#376996"
"22705",22705,"8","#DB162F"
"22706",22706,"3","#815355"
"22707",22707,"3","#815355"
"22708",22708,"3","#815355"
"22709",22709,"0","#0B0033"
"22710",22710,"1","#376996"
"22711",22711,"6","#916C80"
"22712",22712,"4","#C09BD8"
"22713",22713,"0","#0B0033"
"22714",22714,"5","#48284A"
"22715",22715,"6","#916C80"
"22716",22716,"6","#916C80"
"22717",22717,"9","#5F758E"
"22718",22718,"5","#48284A"
"22719",22719,"9","#5F758E"
"22720",22720,"6","#916C80"
"22721",22721,"6","#916C80"
"22722",22722,"8","#DB162F"
"22723",22723,"8","#DB162F"
"22724",22724,"6","#916C80"
"22725",22725,"6","#916C80"
"22726",22726,"7","#3B1F2B"
"22727",22727,"6","#916C80"
"22728",22728,"9","#5F758E"
"22729",22729,"5","#48284A"
"22730",22730,"6","#916C80"
"22731",22731,"3","#815355"
"22732",22732,"4","#C09BD8"
"22733",22733,"9","#5F758E"
"22734",22734,"1","#376996"
"22735",22735,"4","#C09BD8"
"22736",22736,"1","#376996"
"22737",22737,"6","#916C80"
"22738",22738,"3","#815355"
"22739",22739,"2","#C3B299"
"22740",22740,"8","#DB162F"
"22741",22741,"4","#C09BD8"
"22742",22742,"2","#C3B299"
"22743",22743,"6","#916C80"
"22744",22744,"4","#C09BD8"
"22745",22745,"1","#376996"
"22746",22746,"4","#C09BD8"
"22747",22747,"9","#5F758E"
"22748",22748,"7","#3B1F2B"
"22749",22749,"4","#C09BD8"
"22750",22750,"5","#48284A"
"22751",22751,"3","#815355"
"22752",22752,"3","#815355"
"22753",22753,"3","#815355"
"22754",22754,"4","#C09BD8"
"22755",22755,"9","#5F758E"
"22756",22756,"9","#5F758E"
"22757",22757,"9","#5F758E"
"22758",22758,"9","#5F758E"
"22759",22759,"4","#C09BD8"
"22760",22760,"8","#DB162F"
"22761",22761,"0","#0B0033"
"22762",22762,"0","#0B0033"
"22763",22763,"0","#0B0033"
"22764",22764,"2","#C3B299"
"22765",22765,"6","#916C80"
"22766",22766,"6","#916C80"
"22767",22767,"9","#5F758E"
"22768",22768,"9","#5F758E"
"22769",22769,"8","#DB162F"
"22770",22770,"7","#3B1F2B"
"22771",22771,"5","#48284A"
"22772",22772,"8","#DB162F"
"22773",22773,"8","#DB162F"
"22774",22774,"8","#DB162F"
"22775",22775,"1","#376996"
"22776",22776,"5","#48284A"
"22777",22777,"9","#5F758E"
"22778",22778,"3","#815355"
"22779",22779,"5","#48284A"
"22780",22780,"0","#0B0033"
"22781",22781,"7","#3B1F2B"
"22782",22782,"3","#815355"
"22783",22783,"5","#48284A"
"22784",22784,"7","#3B1F2B"
"22785",22785,"8","#DB162F"
"22786",22786,"1","#376996"
"22787",22787,"5","#48284A"
"22788",22788,"1","#376996"
"22789",22789,"9","#5F758E"
"22790",22790,"5","#48284A"
"22791",22791,"8","#DB162F"
"22792",22792,"8","#DB162F"
"22793",22793,"9","#5F758E"
"22794",22794,"9","#5F758E"
"22795",22795,"0","#0B0033"
"22796",22796,"0","#0B0033"
"22797",22797,"5","#48284A"
"22798",22798,"3","#815355"
"22799",22799,"9","#5F758E"
"22800",22800,"5","#48284A"
"22801",22801,"1","#376996"
"22802",22802,"2","#C3B299"
"22803",22803,"0","#0B0033"
"22804",22804,"8","#DB162F"
"22805",22805,"5","#48284A"
"22806",22806,"3","#815355"
"22807",22807,"5","#48284A"
"22808",22808,"1","#376996"
"22809",22809,"0","#0B0033"
"22810",22810,"3","#815355"
"22811",22811,"5","#48284A"
"22812",22812,"7","#3B1F2B"
"22813",22813,"2","#C3B299"
"22814",22814,"6","#916C80"
"22815",22815,"1","#376996"
"22816",22816,"3","#815355"
"22817",22817,"7","#3B1F2B"
"22818",22818,"3","#815355"
"22819",22819,"6","#916C80"
"22820",22820,"4","#C09BD8"
"22821",22821,"0","#0B0033"
"22822",22822,"3","#815355"
"22823",22823,"4","#C09BD8"
"22824",22824,"3","#815355"
"22825",22825,"6","#916C80"
"22826",22826,"7","#3B1F2B"
"22827",22827,"5","#48284A"
"22828",22828,"3","#815355"
"22829",22829,"4","#C09BD8"
"22830",22830,"7","#3B1F2B"
"22831",22831,"1","#376996"
"22832",22832,"4","#C09BD8"
"22833",22833,"1","#376996"
"22834",22834,"0","#0B0033"
"22835",22835,"4","#C09BD8"
"22836",22836,"8","#DB162F"
"22837",22837,"3","#815355"
"22838",22838,"6","#916C80"
"22839",22839,"0","#0B0033"
"22840",22840,"1","#376996"
"22841",22841,"7","#3B1F2B"
"22842",22842,"5","#48284A"
"22843",22843,"4","#C09BD8"
"22844",22844,"6","#916C80"
"22845",22845,"4","#C09BD8"
"22846",22846,"8","#DB162F"
"22847",22847,"8","#DB162F"
"22848",22848,"3","#815355"
"22849",22849,"0","#0B0033"
"22850",22850,"0","#0B0033"
"22851",22851,"4","#C09BD8"
"22852",22852,"0","#0B0033"
"22853",22853,"7","#3B1F2B"
"22854",22854,"8","#DB162F"
"22855",22855,"4","#C09BD8"
"22856",22856,"6","#916C80"
"22857",22857,"4","#C09BD8"
"22858",22858,"1","#376996"
"22859",22859,"6","#916C80"
"22860",22860,"7","#3B1F2B"
"22861",22861,"4","#C09BD8"
"22862",22862,"5","#48284A"
"22863",22863,"2","#C3B299"
"22864",22864,"1","#376996"
"22865",22865,"6","#916C80"
"22866",22866,"7","#3B1F2B"
"22867",22867,"3","#815355"
"22868",22868,"7","#3B1F2B"
"22869",22869,"1","#376996"
"22870",22870,"9","#5F758E"
"22871",22871,"0","#0B0033"
"22872",22872,"4","#C09BD8"
"22873",22873,"8","#DB162F"
"22874",22874,"3","#815355"
"22875",22875,"1","#376996"
"22876",22876,"0","#0B0033"
"22877",22877,"9","#5F758E"
"22878",22878,"6","#916C80"
"22879",22879,"7","#3B1F2B"
"22880",22880,"6","#916C80"
"22881",22881,"7","#3B1F2B"
"22882",22882,"1","#376996"
"22883",22883,"1","#376996"
"22884",22884,"3","#815355"
"22885",22885,"4","#C09BD8"
"22886",22886,"4","#C09BD8"
"22887",22887,"3","#815355"
"22888",22888,"4","#C09BD8"
"22889",22889,"9","#5F758E"
"22890",22890,"4","#C09BD8"
"22891",22891,"8","#DB162F"
"22892",22892,"1","#376996"
"22893",22893,"9","#5F758E"
"22894",22894,"2","#C3B299"
"22895",22895,"6","#916C80"
"22896",22896,"2","#C3B299"
"22897",22897,"6","#916C80"
"22898",22898,"8","#DB162F"
"22899",22899,"1","#376996"
"22900",22900,"1","#376996"
"22901",22901,"1","#376996"
"22902",22902,"0","#0B0033"
"22903",22903,"7","#3B1F2B"
"22904",22904,"3","#815355"
"22905",22905,"9","#5F758E"
"22906",22906,"9","#5F758E"
"22907",22907,"4","#C09BD8"
"22908",22908,"8","#DB162F"
"22909",22909,"2","#C3B299"
"22910",22910,"5","#48284A"
"22911",22911,"0","#0B0033"
"22912",22912,"6","#916C80"
"22913",22913,"0","#0B0033"
"22914",22914,"7","#3B1F2B"
"22915",22915,"3","#815355"
"22916",22916,"9","#5F758E"
"22917",22917,"4","#C09BD8"
"22918",22918,"9","#5F758E"
"22919",22919,"5","#48284A"
"22920",22920,"0","#0B0033"
"22921",22921,"7","#3B1F2B"
"22922",22922,"3","#815355"
"22923",22923,"5","#48284A"
"22924",22924,"0","#0B0033"
"22925",22925,"3","#815355"
"22926",22926,"1","#376996"
"22927",22927,"6","#916C80"
"22928",22928,"9","#5F758E"
"22929",22929,"0","#0B0033"
"22930",22930,"1","#376996"
"22931",22931,"9","#5F758E"
"22932",22932,"7","#3B1F2B"
"22933",22933,"3","#815355"
"22934",22934,"1","#376996"
"22935",22935,"8","#DB162F"
"22936",22936,"5","#48284A"
"22937",22937,"2","#C3B299"
"22938",22938,"1","#376996"
"22939",22939,"1","#376996"
"22940",22940,"9","#5F758E"
"22941",22941,"5","#48284A"
"22942",22942,"5","#48284A"
"22943",22943,"2","#C3B299"
"22944",22944,"6","#916C80"
"22945",22945,"3","#815355"
"22946",22946,"5","#48284A"
"22947",22947,"6","#916C80"
"22948",22948,"3","#815355"
"22949",22949,"2","#C3B299"
"22950",22950,"5","#48284A"
"22951",22951,"8","#DB162F"
"22952",22952,"4","#C09BD8"
"22953",22953,"3","#815355"
"22954",22954,"3","#815355"
"22955",22955,"9","#5F758E"
"22956",22956,"0","#0B0033"
"22957",22957,"9","#5F758E"
"22958",22958,"9","#5F758E"
"22959",22959,"8","#DB162F"
"22960",22960,"2","#C3B299"
"22961",22961,"2","#C3B299"
"22962",22962,"4","#C09BD8"
"22963",22963,"9","#5F758E"
"22964",22964,"8","#DB162F"
"22965",22965,"6","#916C80"
"22966",22966,"2","#C3B299"
"22967",22967,"4","#C09BD8"
"22968",22968,"0","#0B0033"
"22969",22969,"6","#916C80"
"22970",22970,"7","#3B1F2B"
"22971",22971,"0","#0B0033"
"22972",22972,"3","#815355"
"22973",22973,"1","#376996"
"22974",22974,"0","#0B0033"
"22975",22975,"7","#3B1F2B"
"22976",22976,"6","#916C80"
"22977",22977,"8","#DB162F"
"22978",22978,"3","#815355"
"22979",22979,"1","#376996"
"22980",22980,"8","#DB162F"
"22981",22981,"4","#C09BD8"
"22982",22982,"4","#C09BD8"
"22983",22983,"6","#916C80"
"22984",22984,"6","#916C80"
"22985",22985,"0","#0B0033"
"22986",22986,"7","#3B1F2B"
"22987",22987,"2","#C3B299"
"22988",22988,"9","#5F758E"
"22989",22989,"1","#376996"
"22990",22990,"2","#C3B299"
"22991",22991,"4","#C09BD8"
"22992",22992,"8","#DB162F"
"22993",22993,"7","#3B1F2B"
"22994",22994,"4","#C09BD8"
"22995",22995,"7","#3B1F2B"
"22996",22996,"5","#48284A"
"22997",22997,"4","#C09BD8"
"22998",22998,"0","#0B0033"
"22999",22999,"3","#815355"
"23000",23000,"1","#376996"
"23001",23001,"6","#916C80"
"23002",23002,"1","#376996"
"23003",23003,"7","#3B1F2B"
"23004",23004,"9","#5F758E"
"23005",23005,"6","#916C80"
"23006",23006,"9","#5F758E"
"23007",23007,"9","#5F758E"
"23008",23008,"4","#C09BD8"
"23009",23009,"1","#376996"
"23010",23010,"1","#376996"
"23011",23011,"3","#815355"
"23012",23012,"9","#5F758E"
"23013",23013,"7","#3B1F2B"
"23014",23014,"3","#815355"
"23015",23015,"8","#DB162F"
"23016",23016,"7","#3B1F2B"
"23017",23017,"7","#3B1F2B"
"23018",23018,"6","#916C80"
"23019",23019,"5","#48284A"
"23020",23020,"8","#DB162F"
"23021",23021,"9","#5F758E"
"23022",23022,"9","#5F758E"
"23023",23023,"8","#DB162F"
"23024",23024,"6","#916C80"
"23025",23025,"8","#DB162F"
"23026",23026,"5","#48284A"
"23027",23027,"5","#48284A"
"23028",23028,"4","#C09BD8"
"23029",23029,"1","#376996"
"23030",23030,"7","#3B1F2B"
"23031",23031,"0","#0B0033"
"23032",23032,"3","#815355"
"23033",23033,"1","#376996"
"23034",23034,"8","#DB162F"
"23035",23035,"8","#DB162F"
"23036",23036,"4","#C09BD8"
"23037",23037,"7","#3B1F2B"
"23038",23038,"7","#3B1F2B"
"23039",23039,"8","#DB162F"
"23040",23040,"8","#DB162F"
"23041",23041,"6","#916C80"
"23042",23042,"7","#3B1F2B"
"23043",23043,"5","#48284A"
"23044",23044,"9","#5F758E"
"23045",23045,"2","#C3B299"
"23046",23046,"9","#5F758E"
"23047",23047,"0","#0B0033"
"23048",23048,"2","#C3B299"
"23049",23049,"6","#916C80"
"23050",23050,"0","#0B0033"
"23051",23051,"7","#3B1F2B"
"23052",23052,"0","#0B0033"
"23053",23053,"0","#0B0033"
"23054",23054,"4","#C09BD8"
"23055",23055,"3","#815355"
"23056",23056,"2","#C3B299"
"23057",23057,"1","#376996"
"23058",23058,"2","#C3B299"
"23059",23059,"6","#916C80"
"23060",23060,"6","#916C80"
"23061",23061,"6","#916C80"
"23062",23062,"1","#376996"
"23063",23063,"7","#3B1F2B"
"23064",23064,"9","#5F758E"
"23065",23065,"1","#376996"
"23066",23066,"9","#5F758E"
"23067",23067,"2","#C3B299"
"23068",23068,"2","#C3B299"
"23069",23069,"3","#815355"
"23070",23070,"5","#48284A"
"23071",23071,"2","#C3B299"
"23072",23072,"0","#0B0033"
"23073",23073,"9","#5F758E"
"23074",23074,"3","#815355"
"23075",23075,"8","#DB162F"
"23076",23076,"2","#C3B299"
"23077",23077,"2","#C3B299"
"23078",23078,"7","#3B1F2B"
"23079",23079,"8","#DB162F"
"23080",23080,"7","#3B1F2B"
"23081",23081,"8","#DB162F"
"23082",23082,"8","#DB162F"
"23083",23083,"8","#DB162F"
"23084",23084,"0","#0B0033"
"23085",23085,"9","#5F758E"
"23086",23086,"8","#DB162F"
"23087",23087,"8","#DB162F"
"23088",23088,"6","#916C80"
"23089",23089,"3","#815355"
"23090",23090,"3","#815355"
"23091",23091,"5","#48284A"
"23092",23092,"9","#5F758E"
"23093",23093,"9","#5F758E"
"23094",23094,"1","#376996"
"23095",23095,"1","#376996"
"23096",23096,"6","#916C80"
"23097",23097,"0","#0B0033"
"23098",23098,"8","#DB162F"
"23099",23099,"1","#376996"
"23100",23100,"9","#5F758E"
"23101",23101,"2","#C3B299"
"23102",23102,"3","#815355"
"23103",23103,"5","#48284A"
"23104",23104,"3","#815355"
"23105",23105,"5","#48284A"
"23106",23106,"5","#48284A"
"23107",23107,"5","#48284A"
"23108",23108,"7","#3B1F2B"
"23109",23109,"0","#0B0033"
"23110",23110,"4","#C09BD8"
"23111",23111,"6","#916C80"
"23112",23112,"4","#C09BD8"
"23113",23113,"6","#916C80"
"23114",23114,"3","#815355"
"23115",23115,"4","#C09BD8"
"23116",23116,"9","#5F758E"
"23117",23117,"1","#376996"
"23118",23118,"1","#376996"
"23119",23119,"3","#815355"
"23120",23120,"2","#C3B299"
"23121",23121,"0","#0B0033"
"23122",23122,"8","#DB162F"
"23123",23123,"5","#48284A"
"23124",23124,"9","#5F758E"
"23125",23125,"1","#376996"
"23126",23126,"8","#DB162F"
"23127",23127,"9","#5F758E"
"23128",23128,"7","#3B1F2B"
"23129",23129,"9","#5F758E"
"23130",23130,"6","#916C80"
"23131",23131,"1","#376996"
"23132",23132,"3","#815355"
"23133",23133,"2","#C3B299"
"23134",23134,"7","#3B1F2B"
"23135",23135,"9","#5F758E"
"23136",23136,"1","#376996"
"23137",23137,"3","#815355"
"23138",23138,"1","#376996"
"23139",23139,"9","#5F758E"
"23140",23140,"7","#3B1F2B"
"23141",23141,"5","#48284A"
"23142",23142,"6","#916C80"
"23143",23143,"4","#C09BD8"
"23144",23144,"9","#5F758E"
"23145",23145,"0","#0B0033"
"23146",23146,"9","#5F758E"
"23147",23147,"7","#3B1F2B"
"23148",23148,"6","#916C80"
"23149",23149,"0","#0B0033"
"23150",23150,"0","#0B0033"
"23151",23151,"0","#0B0033"
"23152",23152,"1","#376996"
"23153",23153,"3","#815355"
"23154",23154,"9","#5F758E"
"23155",23155,"9","#5F758E"
"23156",23156,"6","#916C80"
"23157",23157,"2","#C3B299"
"23158",23158,"3","#815355"
"23159",23159,"4","#C09BD8"
"23160",23160,"4","#C09BD8"
"23161",23161,"4","#C09BD8"
"23162",23162,"5","#48284A"
"23163",23163,"5","#48284A"
"23164",23164,"3","#815355"
"23165",23165,"5","#48284A"
"23166",23166,"0","#0B0033"
"23167",23167,"1","#376996"
"23168",23168,"4","#C09BD8"
"23169",23169,"3","#815355"
"23170",23170,"4","#C09BD8"
"23171",23171,"6","#916C80"
"23172",23172,"4","#C09BD8"
"23173",23173,"2","#C3B299"
"23174",23174,"6","#916C80"
"23175",23175,"8","#DB162F"
"23176",23176,"6","#916C80"
"23177",23177,"0","#0B0033"
"23178",23178,"4","#C09BD8"
"23179",23179,"6","#916C80"
"23180",23180,"4","#C09BD8"
"23181",23181,"4","#C09BD8"
"23182",23182,"9","#5F758E"
"23183",23183,"5","#48284A"
"23184",23184,"8","#DB162F"
"23185",23185,"6","#916C80"
"23186",23186,"2","#C3B299"
"23187",23187,"4","#C09BD8"
"23188",23188,"7","#3B1F2B"
"23189",23189,"6","#916C80"
"23190",23190,"9","#5F758E"
"23191",23191,"0","#0B0033"
"23192",23192,"9","#5F758E"
"23193",23193,"4","#C09BD8"
"23194",23194,"3","#815355"
"23195",23195,"4","#C09BD8"
"23196",23196,"7","#3B1F2B"
"23197",23197,"0","#0B0033"
"23198",23198,"4","#C09BD8"
"23199",23199,"8","#DB162F"
"23200",23200,"2","#C3B299"
"23201",23201,"9","#5F758E"
"23202",23202,"3","#815355"
"23203",23203,"2","#C3B299"
"23204",23204,"9","#5F758E"
"23205",23205,"4","#C09BD8"
"23206",23206,"1","#376996"
"23207",23207,"4","#C09BD8"
"23208",23208,"0","#0B0033"
"23209",23209,"4","#C09BD8"
"23210",23210,"1","#376996"
"23211",23211,"1","#376996"
"23212",23212,"1","#376996"
"23213",23213,"4","#C09BD8"
"23214",23214,"6","#916C80"
"23215",23215,"5","#48284A"
"23216",23216,"4","#C09BD8"
"23217",23217,"0","#0B0033"
"23218",23218,"9","#5F758E"
"23219",23219,"2","#C3B299"
"23220",23220,"3","#815355"
"23221",23221,"9","#5F758E"
"23222",23222,"8","#DB162F"
"23223",23223,"8","#DB162F"
"23224",23224,"3","#815355"
"23225",23225,"4","#C09BD8"
"23226",23226,"4","#C09BD8"
"23227",23227,"4","#C09BD8"
"23228",23228,"3","#815355"
"23229",23229,"5","#48284A"
"23230",23230,"1","#376996"
"23231",23231,"5","#48284A"
"23232",23232,"9","#5F758E"
"23233",23233,"1","#376996"
"23234",23234,"3","#815355"
"23235",23235,"3","#815355"
"23236",23236,"2","#C3B299"
"23237",23237,"0","#0B0033"
"23238",23238,"1","#376996"
"23239",23239,"0","#0B0033"
"23240",23240,"7","#3B1F2B"
"23241",23241,"7","#3B1F2B"
"23242",23242,"3","#815355"
"23243",23243,"9","#5F758E"
"23244",23244,"4","#C09BD8"
"23245",23245,"4","#C09BD8"
"23246",23246,"1","#376996"
"23247",23247,"1","#376996"
"23248",23248,"1","#376996"
"23249",23249,"8","#DB162F"
"23250",23250,"4","#C09BD8"
"23251",23251,"0","#0B0033"
"23252",23252,"7","#3B1F2B"
"23253",23253,"4","#C09BD8"
"23254",23254,"1","#376996"
"23255",23255,"0","#0B0033"
"23256",23256,"7","#3B1F2B"
"23257",23257,"6","#916C80"
"23258",23258,"8","#DB162F"
"23259",23259,"4","#C09BD8"
"23260",23260,"9","#5F758E"
"23261",23261,"8","#DB162F"
"23262",23262,"1","#376996"
"23263",23263,"0","#0B0033"
"23264",23264,"6","#916C80"
"23265",23265,"6","#916C80"
"23266",23266,"3","#815355"
"23267",23267,"4","#C09BD8"
"23268",23268,"7","#3B1F2B"
"23269",23269,"2","#C3B299"
"23270",23270,"4","#C09BD8"
"23271",23271,"1","#376996"
"23272",23272,"0","#0B0033"
"23273",23273,"4","#C09BD8"
"23274",23274,"8","#DB162F"
"23275",23275,"2","#C3B299"
"23276",23276,"3","#815355"
"23277",23277,"9","#5F758E"
"23278",23278,"3","#815355"
"23279",23279,"5","#48284A"
"23280",23280,"8","#DB162F"
"23281",23281,"2","#C3B299"
"23282",23282,"7","#3B1F2B"
"23283",23283,"4","#C09BD8"
"23284",23284,"0","#0B0033"
"23285",23285,"1","#376996"
"23286",23286,"9","#5F758E"
"23287",23287,"4","#C09BD8"
"23288",23288,"4","#C09BD8"
"23289",23289,"9","#5F758E"
"23290",23290,"3","#815355"
"23291",23291,"5","#48284A"
"23292",23292,"6","#916C80"
"23293",23293,"6","#916C80"
"23294",23294,"5","#48284A"
"23295",23295,"1","#376996"
"23296",23296,"6","#916C80"
"23297",23297,"1","#376996"
"23298",23298,"0","#0B0033"
"23299",23299,"8","#DB162F"
"23300",23300,"8","#DB162F"
"23301",23301,"4","#C09BD8"
"23302",23302,"6","#916C80"
"23303",23303,"3","#815355"
"23304",23304,"1","#376996"
"23305",23305,"2","#C3B299"
"23306",23306,"5","#48284A"
"23307",23307,"6","#916C80"
"23308",23308,"7","#3B1F2B"
"23309",23309,"8","#DB162F"
"23310",23310,"5","#48284A"
"23311",23311,"2","#C3B299"
"23312",23312,"9","#5F758E"
"23313",23313,"7","#3B1F2B"
"23314",23314,"7","#3B1F2B"
"23315",23315,"6","#916C80"
"23316",23316,"9","#5F758E"
"23317",23317,"7","#3B1F2B"
"23318",23318,"3","#815355"
"23319",23319,"4","#C09BD8"
"23320",23320,"6","#916C80"
"23321",23321,"8","#DB162F"
"23322",23322,"4","#C09BD8"
"23323",23323,"3","#815355"
"23324",23324,"0","#0B0033"
"23325",23325,"3","#815355"
"23326",23326,"0","#0B0033"
"23327",23327,"6","#916C80"
"23328",23328,"1","#376996"
"23329",23329,"4","#C09BD8"
