"","position","digit","color"
"55380",55380,"4","#C09BD8"
"55381",55381,"5","#48284A"
"55382",55382,"8","#DB162F"
"55383",55383,"0","#0B0033"
"55384",55384,"6","#916C80"
"55385",55385,"1","#376996"
"55386",55386,"3","#815355"
"55387",55387,"4","#C09BD8"
"55388",55388,"4","#C09BD8"
"55389",55389,"6","#916C80"
"55390",55390,"7","#3B1F2B"
"55391",55391,"3","#815355"
"55392",55392,"1","#376996"
"55393",55393,"2","#C3B299"
"55394",55394,"7","#3B1F2B"
"55395",55395,"1","#376996"
"55396",55396,"5","#48284A"
"55397",55397,"9","#5F758E"
"55398",55398,"1","#376996"
"55399",55399,"1","#376996"
"55400",55400,"9","#5F758E"
"55401",55401,"4","#C09BD8"
"55402",55402,"6","#916C80"
"55403",55403,"0","#0B0033"
"55404",55404,"8","#DB162F"
"55405",55405,"4","#C09BD8"
"55406",55406,"3","#815355"
"55407",55407,"5","#48284A"
"55408",55408,"9","#5F758E"
"55409",55409,"3","#815355"
"55410",55410,"5","#48284A"
"55411",55411,"8","#DB162F"
"55412",55412,"2","#C3B299"
"55413",55413,"5","#48284A"
"55414",55414,"9","#5F758E"
"55415",55415,"8","#DB162F"
"55416",55416,"7","#3B1F2B"
"55417",55417,"7","#3B1F2B"
"55418",55418,"8","#DB162F"
"55419",55419,"2","#C3B299"
"55420",55420,"8","#DB162F"
"55421",55421,"3","#815355"
"55422",55422,"5","#48284A"
"55423",55423,"2","#C3B299"
"55424",55424,"6","#916C80"
"55425",55425,"6","#916C80"
"55426",55426,"5","#48284A"
"55427",55427,"3","#815355"
"55428",55428,"1","#376996"
"55429",55429,"1","#376996"
"55430",55430,"5","#48284A"
"55431",55431,"1","#376996"
"55432",55432,"0","#0B0033"
"55433",55433,"6","#916C80"
"55434",55434,"5","#48284A"
"55435",55435,"0","#0B0033"
"55436",55436,"4","#C09BD8"
"55437",55437,"1","#376996"
"55438",55438,"6","#916C80"
"55439",55439,"2","#C3B299"
"55440",55440,"3","#815355"
"55441",55441,"2","#C3B299"
"55442",55442,"9","#5F758E"
"55443",55443,"5","#48284A"
"55444",55444,"3","#815355"
"55445",55445,"2","#C3B299"
"55446",55446,"9","#5F758E"
"55447",55447,"0","#0B0033"
"55448",55448,"4","#C09BD8"
"55449",55449,"7","#3B1F2B"
"55450",55450,"7","#3B1F2B"
"55451",55451,"7","#3B1F2B"
"55452",55452,"2","#C3B299"
"55453",55453,"1","#376996"
"55454",55454,"7","#3B1F2B"
"55455",55455,"4","#C09BD8"
"55456",55456,"0","#0B0033"
"55457",55457,"8","#DB162F"
"55458",55458,"3","#815355"
"55459",55459,"5","#48284A"
"55460",55460,"5","#48284A"
"55461",55461,"9","#5F758E"
"55462",55462,"3","#815355"
"55463",55463,"4","#C09BD8"
"55464",55464,"9","#5F758E"
"55465",55465,"7","#3B1F2B"
"55466",55466,"2","#C3B299"
"55467",55467,"3","#815355"
"55468",55468,"7","#3B1F2B"
"55469",55469,"5","#48284A"
"55470",55470,"8","#DB162F"
"55471",55471,"5","#48284A"
"55472",55472,"5","#48284A"
"55473",55473,"2","#C3B299"
"55474",55474,"1","#376996"
"55475",55475,"3","#815355"
"55476",55476,"8","#DB162F"
"55477",55477,"0","#0B0033"
"55478",55478,"4","#C09BD8"
"55479",55479,"8","#DB162F"
"55480",55480,"3","#815355"
"55481",55481,"0","#0B0033"
"55482",55482,"5","#48284A"
"55483",55483,"0","#0B0033"
"55484",55484,"9","#5F758E"
"55485",55485,"0","#0B0033"
"55486",55486,"0","#0B0033"
"55487",55487,"0","#0B0033"
"55488",55488,"9","#5F758E"
"55489",55489,"6","#916C80"
"55490",55490,"4","#C09BD8"
"55491",55491,"6","#916C80"
"55492",55492,"6","#916C80"
"55493",55493,"7","#3B1F2B"
"55494",55494,"6","#916C80"
"55495",55495,"0","#0B0033"
"55496",55496,"8","#DB162F"
"55497",55497,"8","#DB162F"
"55498",55498,"3","#815355"
"55499",55499,"0","#0B0033"
"55500",55500,"1","#376996"
"55501",55501,"5","#48284A"
"55502",55502,"4","#C09BD8"
"55503",55503,"0","#0B0033"
"55504",55504,"6","#916C80"
"55505",55505,"1","#376996"
"55506",55506,"2","#C3B299"
"55507",55507,"8","#DB162F"
"55508",55508,"2","#C3B299"
"55509",55509,"4","#C09BD8"
"55510",55510,"3","#815355"
"55511",55511,"0","#0B0033"
"55512",55512,"8","#DB162F"
"55513",55513,"7","#3B1F2B"
"55514",55514,"4","#C09BD8"
"55515",55515,"0","#0B0033"
"55516",55516,"6","#916C80"
"55517",55517,"4","#C09BD8"
"55518",55518,"5","#48284A"
"55519",55519,"5","#48284A"
"55520",55520,"9","#5F758E"
"55521",55521,"4","#C09BD8"
"55522",55522,"4","#C09BD8"
"55523",55523,"3","#815355"
"55524",55524,"1","#376996"
"55525",55525,"8","#DB162F"
"55526",55526,"5","#48284A"
"55527",55527,"3","#815355"
"55528",55528,"4","#C09BD8"
"55529",55529,"1","#376996"
"55530",55530,"3","#815355"
"55531",55531,"7","#3B1F2B"
"55532",55532,"5","#48284A"
"55533",55533,"5","#48284A"
"55534",55534,"2","#C3B299"
"55535",55535,"2","#C3B299"
"55536",55536,"0","#0B0033"
"55537",55537,"1","#376996"
"55538",55538,"6","#916C80"
"55539",55539,"6","#916C80"
"55540",55540,"3","#815355"
"55541",55541,"0","#0B0033"
"55542",55542,"5","#48284A"
"55543",55543,"8","#DB162F"
"55544",55544,"1","#376996"
"55545",55545,"2","#C3B299"
"55546",55546,"1","#376996"
"55547",55547,"1","#376996"
"55548",55548,"1","#376996"
"55549",55549,"0","#0B0033"
"55550",55550,"3","#815355"
"55551",55551,"3","#815355"
"55552",55552,"4","#C09BD8"
"55553",55553,"5","#48284A"
"55554",55554,"3","#815355"
"55555",55555,"1","#376996"
"55556",55556,"2","#C3B299"
"55557",55557,"0","#0B0033"
"55558",55558,"7","#3B1F2B"
"55559",55559,"4","#C09BD8"
"55560",55560,"5","#48284A"
"55561",55561,"0","#0B0033"
"55562",55562,"8","#DB162F"
"55563",55563,"6","#916C80"
"55564",55564,"8","#DB162F"
"55565",55565,"2","#C3B299"
"55566",55566,"4","#C09BD8"
"55567",55567,"3","#815355"
"55568",55568,"3","#815355"
"55569",55569,"9","#5F758E"
"55570",55570,"4","#C09BD8"
"55571",55571,"3","#815355"
"55572",55572,"2","#C3B299"
"55573",55573,"1","#376996"
"55574",55574,"5","#48284A"
"55575",55575,"9","#5F758E"
"55576",55576,"0","#0B0033"
"55577",55577,"4","#C09BD8"
"55578",55578,"3","#815355"
"55579",55579,"5","#48284A"
"55580",55580,"9","#5F758E"
"55581",55581,"4","#C09BD8"
"55582",55582,"4","#C09BD8"
"55583",55583,"3","#815355"
"55584",55584,"0","#0B0033"
"55585",55585,"3","#815355"
"55586",55586,"1","#376996"
"55587",55587,"2","#C3B299"
"55588",55588,"4","#C09BD8"
"55589",55589,"3","#815355"
"55590",55590,"1","#376996"
"55591",55591,"2","#C3B299"
"55592",55592,"2","#C3B299"
"55593",55593,"7","#3B1F2B"
"55594",55594,"4","#C09BD8"
"55595",55595,"7","#3B1F2B"
"55596",55596,"1","#376996"
"55597",55597,"3","#815355"
"55598",55598,"8","#DB162F"
"55599",55599,"5","#48284A"
"55600",55600,"8","#DB162F"
"55601",55601,"4","#C09BD8"
"55602",55602,"2","#C3B299"
"55603",55603,"0","#0B0033"
"55604",55604,"3","#815355"
"55605",55605,"0","#0B0033"
"55606",55606,"3","#815355"
"55607",55607,"9","#5F758E"
"55608",55608,"0","#0B0033"
"55609",55609,"1","#376996"
"55610",55610,"0","#0B0033"
"55611",55611,"6","#916C80"
"55612",55612,"0","#0B0033"
"55613",55613,"7","#3B1F2B"
"55614",55614,"0","#0B0033"
"55615",55615,"9","#5F758E"
"55616",55616,"4","#C09BD8"
"55617",55617,"0","#0B0033"
"55618",55618,"3","#815355"
"55619",55619,"1","#376996"
"55620",55620,"5","#48284A"
"55621",55621,"2","#C3B299"
"55622",55622,"3","#815355"
"55623",55623,"5","#48284A"
"55624",55624,"5","#48284A"
"55625",55625,"5","#48284A"
"55626",55626,"6","#916C80"
"55627",55627,"1","#376996"
"55628",55628,"7","#3B1F2B"
"55629",55629,"2","#C3B299"
"55630",55630,"7","#3B1F2B"
"55631",55631,"6","#916C80"
"55632",55632,"7","#3B1F2B"
"55633",55633,"9","#5F758E"
"55634",55634,"9","#5F758E"
"55635",55635,"4","#C09BD8"
"55636",55636,"1","#376996"
"55637",55637,"6","#916C80"
"55638",55638,"0","#0B0033"
"55639",55639,"0","#0B0033"
"55640",55640,"2","#C3B299"
"55641",55641,"0","#0B0033"
"55642",55642,"3","#815355"
"55643",55643,"9","#5F758E"
"55644",55644,"3","#815355"
"55645",55645,"9","#5F758E"
"55646",55646,"7","#3B1F2B"
"55647",55647,"5","#48284A"
"55648",55648,"0","#0B0033"
"55649",55649,"9","#5F758E"
"55650",55650,"9","#5F758E"
"55651",55651,"8","#DB162F"
"55652",55652,"9","#5F758E"
"55653",55653,"7","#3B1F2B"
"55654",55654,"6","#916C80"
"55655",55655,"2","#C3B299"
"55656",55656,"9","#5F758E"
"55657",55657,"3","#815355"
"55658",55658,"3","#815355"
"55659",55659,"5","#48284A"
"55660",55660,"3","#815355"
"55661",55661,"2","#C3B299"
"55662",55662,"5","#48284A"
"55663",55663,"8","#DB162F"
"55664",55664,"5","#48284A"
"55665",55665,"5","#48284A"
"55666",55666,"5","#48284A"
"55667",55667,"7","#3B1F2B"
"55668",55668,"5","#48284A"
"55669",55669,"6","#916C80"
"55670",55670,"2","#C3B299"
"55671",55671,"4","#C09BD8"
"55672",55672,"8","#DB162F"
"55673",55673,"0","#0B0033"
"55674",55674,"8","#DB162F"
"55675",55675,"9","#5F758E"
"55676",55676,"9","#5F758E"
"55677",55677,"6","#916C80"
"55678",55678,"6","#916C80"
"55679",55679,"9","#5F758E"
"55680",55680,"1","#376996"
"55681",55681,"8","#DB162F"
"55682",55682,"2","#C3B299"
"55683",55683,"9","#5F758E"
"55684",55684,"8","#DB162F"
"55685",55685,"6","#916C80"
"55686",55686,"4","#C09BD8"
"55687",55687,"2","#C3B299"
"55688",55688,"2","#C3B299"
"55689",55689,"2","#C3B299"
"55690",55690,"6","#916C80"
"55691",55691,"7","#3B1F2B"
"55692",55692,"7","#3B1F2B"
"55693",55693,"5","#48284A"
"55694",55694,"0","#0B0033"
"55695",55695,"2","#C3B299"
"55696",55696,"3","#815355"
"55697",55697,"6","#916C80"
"55698",55698,"0","#0B0033"
"55699",55699,"1","#376996"
"55700",55700,"9","#5F758E"
"55701",55701,"3","#815355"
"55702",55702,"2","#C3B299"
"55703",55703,"5","#48284A"
"55704",55704,"7","#3B1F2B"
"55705",55705,"9","#5F758E"
"55706",55706,"7","#3B1F2B"
"55707",55707,"4","#C09BD8"
"55708",55708,"7","#3B1F2B"
"55709",55709,"2","#C3B299"
"55710",55710,"6","#916C80"
"55711",55711,"7","#3B1F2B"
"55712",55712,"4","#C09BD8"
"55713",55713,"2","#C3B299"
"55714",55714,"5","#48284A"
"55715",55715,"7","#3B1F2B"
"55716",55716,"8","#DB162F"
"55717",55717,"2","#C3B299"
"55718",55718,"1","#376996"
"55719",55719,"1","#376996"
"55720",55720,"1","#376996"
"55721",55721,"1","#376996"
"55722",55722,"9","#5F758E"
"55723",55723,"7","#3B1F2B"
"55724",55724,"3","#815355"
"55725",55725,"4","#C09BD8"
"55726",55726,"7","#3B1F2B"
"55727",55727,"0","#0B0033"
"55728",55728,"9","#5F758E"
"55729",55729,"4","#C09BD8"
"55730",55730,"0","#0B0033"
"55731",55731,"2","#C3B299"
"55732",55732,"3","#815355"
"55733",55733,"5","#48284A"
"55734",55734,"7","#3B1F2B"
"55735",55735,"4","#C09BD8"
"55736",55736,"5","#48284A"
"55737",55737,"7","#3B1F2B"
"55738",55738,"2","#C3B299"
"55739",55739,"2","#C3B299"
"55740",55740,"2","#C3B299"
"55741",55741,"2","#C3B299"
"55742",55742,"7","#3B1F2B"
"55743",55743,"1","#376996"
"55744",55744,"2","#C3B299"
"55745",55745,"1","#376996"
"55746",55746,"2","#C3B299"
"55747",55747,"5","#48284A"
"55748",55748,"2","#C3B299"
"55749",55749,"6","#916C80"
"55750",55750,"8","#DB162F"
"55751",55751,"5","#48284A"
"55752",55752,"2","#C3B299"
"55753",55753,"3","#815355"
"55754",55754,"8","#DB162F"
"55755",55755,"4","#C09BD8"
"55756",55756,"2","#C3B299"
"55757",55757,"9","#5F758E"
"55758",55758,"5","#48284A"
"55759",55759,"8","#DB162F"
"55760",55760,"7","#3B1F2B"
"55761",55761,"4","#C09BD8"
"55762",55762,"2","#C3B299"
"55763",55763,"7","#3B1F2B"
"55764",55764,"3","#815355"
"55765",55765,"5","#48284A"
"55766",55766,"0","#0B0033"
"55767",55767,"1","#376996"
"55768",55768,"5","#48284A"
"55769",55769,"6","#916C80"
"55770",55770,"3","#815355"
"55771",55771,"6","#916C80"
"55772",55772,"6","#916C80"
"55773",55773,"0","#0B0033"
"55774",55774,"0","#0B0033"
"55775",55775,"9","#5F758E"
"55776",55776,"3","#815355"
"55777",55777,"1","#376996"
"55778",55778,"8","#DB162F"
"55779",55779,"8","#DB162F"
"55780",55780,"0","#0B0033"
"55781",55781,"4","#C09BD8"
"55782",55782,"5","#48284A"
"55783",55783,"4","#C09BD8"
"55784",55784,"9","#5F758E"
"55785",55785,"3","#815355"
"55786",55786,"3","#815355"
"55787",55787,"3","#815355"
"55788",55788,"8","#DB162F"
"55789",55789,"9","#5F758E"
"55790",55790,"8","#DB162F"
"55791",55791,"9","#5F758E"
"55792",55792,"7","#3B1F2B"
"55793",55793,"4","#C09BD8"
"55794",55794,"1","#376996"
"55795",55795,"5","#48284A"
"55796",55796,"7","#3B1F2B"
"55797",55797,"1","#376996"
"55798",55798,"4","#C09BD8"
"55799",55799,"9","#5F758E"
"55800",55800,"0","#0B0033"
"55801",55801,"5","#48284A"
"55802",55802,"4","#C09BD8"
"55803",55803,"4","#C09BD8"
"55804",55804,"1","#376996"
"55805",55805,"8","#DB162F"
"55806",55806,"2","#C3B299"
"55807",55807,"5","#48284A"
"55808",55808,"5","#48284A"
"55809",55809,"9","#5F758E"
"55810",55810,"7","#3B1F2B"
"55811",55811,"3","#815355"
"55812",55812,"8","#DB162F"
"55813",55813,"0","#0B0033"
"55814",55814,"8","#DB162F"
"55815",55815,"0","#0B0033"
"55816",55816,"8","#DB162F"
"55817",55817,"7","#3B1F2B"
"55818",55818,"1","#376996"
"55819",55819,"5","#48284A"
"55820",55820,"6","#916C80"
"55821",55821,"5","#48284A"
"55822",55822,"2","#C3B299"
"55823",55823,"8","#DB162F"
"55824",55824,"1","#376996"
"55825",55825,"4","#C09BD8"
"55826",55826,"3","#815355"
"55827",55827,"0","#0B0033"
"55828",55828,"1","#376996"
"55829",55829,"0","#0B0033"
"55830",55830,"2","#C3B299"
"55831",55831,"6","#916C80"
"55832",55832,"7","#3B1F2B"
"55833",55833,"0","#0B0033"
"55834",55834,"4","#C09BD8"
"55835",55835,"6","#916C80"
"55836",55836,"0","#0B0033"
"55837",55837,"2","#C3B299"
"55838",55838,"8","#DB162F"
"55839",55839,"4","#C09BD8"
"55840",55840,"3","#815355"
"55841",55841,"1","#376996"
"55842",55842,"6","#916C80"
"55843",55843,"8","#DB162F"
"55844",55844,"1","#376996"
"55845",55845,"9","#5F758E"
"55846",55846,"2","#C3B299"
"55847",55847,"3","#815355"
"55848",55848,"0","#0B0033"
"55849",55849,"3","#815355"
"55850",55850,"9","#5F758E"
"55851",55851,"2","#C3B299"
"55852",55852,"5","#48284A"
"55853",55853,"3","#815355"
"55854",55854,"5","#48284A"
"55855",55855,"2","#C3B299"
"55856",55856,"9","#5F758E"
"55857",55857,"7","#3B1F2B"
"55858",55858,"7","#3B1F2B"
"55859",55859,"9","#5F758E"
"55860",55860,"5","#48284A"
"55861",55861,"7","#3B1F2B"
"55862",55862,"6","#916C80"
"55863",55863,"5","#48284A"
"55864",55864,"8","#DB162F"
"55865",55865,"6","#916C80"
"55866",55866,"2","#C3B299"
"55867",55867,"4","#C09BD8"
"55868",55868,"1","#376996"
"55869",55869,"4","#C09BD8"
"55870",55870,"3","#815355"
"55871",55871,"9","#5F758E"
"55872",55872,"2","#C3B299"
"55873",55873,"7","#3B1F2B"
"55874",55874,"0","#0B0033"
"55875",55875,"1","#376996"
"55876",55876,"5","#48284A"
"55877",55877,"4","#C09BD8"
"55878",55878,"9","#5F758E"
"55879",55879,"7","#3B1F2B"
"55880",55880,"4","#C09BD8"
"55881",55881,"0","#0B0033"
"55882",55882,"8","#DB162F"
"55883",55883,"7","#3B1F2B"
"55884",55884,"9","#5F758E"
"55885",55885,"2","#C3B299"
"55886",55886,"7","#3B1F2B"
"55887",55887,"3","#815355"
"55888",55888,"1","#376996"
"55889",55889,"3","#815355"
"55890",55890,"1","#376996"
"55891",55891,"0","#0B0033"
"55892",55892,"5","#48284A"
"55893",55893,"1","#376996"
"55894",55894,"6","#916C80"
"55895",55895,"3","#815355"
"55896",55896,"6","#916C80"
"55897",55897,"1","#376996"
"55898",55898,"1","#376996"
"55899",55899,"9","#5F758E"
"55900",55900,"1","#376996"
"55901",55901,"3","#815355"
"55902",55902,"7","#3B1F2B"
"55903",55903,"5","#48284A"
"55904",55904,"7","#3B1F2B"
"55905",55905,"7","#3B1F2B"
"55906",55906,"0","#0B0033"
"55907",55907,"0","#0B0033"
"55908",55908,"8","#DB162F"
"55909",55909,"9","#5F758E"
"55910",55910,"2","#C3B299"
"55911",55911,"9","#5F758E"
"55912",55912,"5","#48284A"
"55913",55913,"6","#916C80"
"55914",55914,"4","#C09BD8"
"55915",55915,"8","#DB162F"
"55916",55916,"2","#C3B299"
"55917",55917,"3","#815355"
"55918",55918,"3","#815355"
"55919",55919,"2","#C3B299"
"55920",55920,"3","#815355"
"55921",55921,"6","#916C80"
"55922",55922,"4","#C09BD8"
"55923",55923,"8","#DB162F"
"55924",55924,"2","#C3B299"
"55925",55925,"9","#5F758E"
"55926",55926,"8","#DB162F"
"55927",55927,"2","#C3B299"
"55928",55928,"6","#916C80"
"55929",55929,"3","#815355"
"55930",55930,"0","#0B0033"
"55931",55931,"2","#C3B299"
"55932",55932,"4","#C09BD8"
"55933",55933,"6","#916C80"
"55934",55934,"0","#0B0033"
"55935",55935,"7","#3B1F2B"
"55936",55936,"9","#5F758E"
"55937",55937,"7","#3B1F2B"
"55938",55938,"5","#48284A"
"55939",55939,"8","#DB162F"
"55940",55940,"7","#3B1F2B"
"55941",55941,"5","#48284A"
"55942",55942,"7","#3B1F2B"
"55943",55943,"6","#916C80"
"55944",55944,"7","#3B1F2B"
"55945",55945,"7","#3B1F2B"
"55946",55946,"4","#C09BD8"
"55947",55947,"5","#48284A"
"55948",55948,"3","#815355"
"55949",55949,"7","#3B1F2B"
"55950",55950,"7","#3B1F2B"
"55951",55951,"1","#376996"
"55952",55952,"6","#916C80"
"55953",55953,"0","#0B0033"
"55954",55954,"1","#376996"
"55955",55955,"0","#0B0033"
"55956",55956,"2","#C3B299"
"55957",55957,"4","#C09BD8"
"55958",55958,"9","#5F758E"
"55959",55959,"0","#0B0033"
"55960",55960,"8","#DB162F"
"55961",55961,"0","#0B0033"
"55962",55962,"4","#C09BD8"
"55963",55963,"6","#916C80"
"55964",55964,"2","#C3B299"
"55965",55965,"4","#C09BD8"
"55966",55966,"3","#815355"
"55967",55967,"0","#0B0033"
"55968",55968,"1","#376996"
"55969",55969,"8","#DB162F"
"55970",55970,"5","#48284A"
"55971",55971,"6","#916C80"
"55972",55972,"5","#48284A"
"55973",55973,"2","#C3B299"
"55974",55974,"4","#C09BD8"
"55975",55975,"1","#376996"
"55976",55976,"6","#916C80"
"55977",55977,"1","#376996"
"55978",55978,"7","#3B1F2B"
"55979",55979,"5","#48284A"
"55980",55980,"6","#916C80"
"55981",55981,"6","#916C80"
"55982",55982,"5","#48284A"
"55983",55983,"5","#48284A"
"55984",55984,"6","#916C80"
"55985",55985,"0","#0B0033"
"55986",55986,"0","#0B0033"
"55987",55987,"1","#376996"
"55988",55988,"6","#916C80"
"55989",55989,"0","#0B0033"
"55990",55990,"8","#DB162F"
"55991",55991,"5","#48284A"
"55992",55992,"9","#5F758E"
"55993",55993,"1","#376996"
"55994",55994,"2","#C3B299"
"55995",55995,"1","#376996"
"55996",55996,"5","#48284A"
"55997",55997,"3","#815355"
"55998",55998,"4","#C09BD8"
"55999",55999,"5","#48284A"
"56000",56000,"5","#48284A"
"56001",56001,"6","#916C80"
"56002",56002,"2","#C3B299"
"56003",56003,"6","#916C80"
"56004",56004,"7","#3B1F2B"
"56005",56005,"6","#916C80"
"56006",56006,"0","#0B0033"
"56007",56007,"2","#C3B299"
"56008",56008,"1","#376996"
"56009",56009,"9","#5F758E"
"56010",56010,"2","#C3B299"
"56011",56011,"6","#916C80"
"56012",56012,"8","#DB162F"
"56013",56013,"9","#5F758E"
"56014",56014,"9","#5F758E"
"56015",56015,"8","#DB162F"
"56016",56016,"2","#C3B299"
"56017",56017,"8","#DB162F"
"56018",56018,"5","#48284A"
"56019",56019,"5","#48284A"
"56020",56020,"3","#815355"
"56021",56021,"7","#3B1F2B"
"56022",56022,"7","#3B1F2B"
"56023",56023,"8","#DB162F"
"56024",56024,"7","#3B1F2B"
"56025",56025,"2","#C3B299"
"56026",56026,"5","#48284A"
"56027",56027,"8","#DB162F"
"56028",56028,"3","#815355"
"56029",56029,"1","#376996"
"56030",56030,"4","#C09BD8"
"56031",56031,"5","#48284A"
"56032",56032,"1","#376996"
"56033",56033,"4","#C09BD8"
"56034",56034,"4","#C09BD8"
"56035",56035,"0","#0B0033"
"56036",56036,"8","#DB162F"
"56037",56037,"2","#C3B299"
"56038",56038,"6","#916C80"
"56039",56039,"5","#48284A"
"56040",56040,"4","#C09BD8"
"56041",56041,"5","#48284A"
"56042",56042,"8","#DB162F"
"56043",56043,"3","#815355"
"56044",56044,"4","#C09BD8"
"56045",56045,"8","#DB162F"
"56046",56046,"4","#C09BD8"
"56047",56047,"4","#C09BD8"
"56048",56048,"0","#0B0033"
"56049",56049,"9","#5F758E"
"56050",56050,"4","#C09BD8"
"56051",56051,"7","#3B1F2B"
"56052",56052,"8","#DB162F"
"56053",56053,"4","#C09BD8"
"56054",56054,"6","#916C80"
"56055",56055,"3","#815355"
"56056",56056,"1","#376996"
"56057",56057,"7","#3B1F2B"
"56058",56058,"8","#DB162F"
"56059",56059,"7","#3B1F2B"
"56060",56060,"7","#3B1F2B"
"56061",56061,"7","#3B1F2B"
"56062",56062,"3","#815355"
"56063",56063,"7","#3B1F2B"
"56064",56064,"4","#C09BD8"
"56065",56065,"7","#3B1F2B"
"56066",56066,"9","#5F758E"
"56067",56067,"4","#C09BD8"
"56068",56068,"6","#916C80"
"56069",56069,"5","#48284A"
"56070",56070,"3","#815355"
"56071",56071,"5","#48284A"
"56072",56072,"8","#DB162F"
"56073",56073,"0","#0B0033"
"56074",56074,"1","#376996"
"56075",56075,"6","#916C80"
"56076",56076,"9","#5F758E"
"56077",56077,"9","#5F758E"
"56078",56078,"6","#916C80"
"56079",56079,"0","#0B0033"
"56080",56080,"7","#3B1F2B"
"56081",56081,"7","#3B1F2B"
"56082",56082,"9","#5F758E"
"56083",56083,"4","#C09BD8"
"56084",56084,"0","#0B0033"
"56085",56085,"5","#48284A"
"56086",56086,"5","#48284A"
"56087",56087,"6","#916C80"
"56088",56088,"8","#DB162F"
"56089",56089,"7","#3B1F2B"
"56090",56090,"0","#0B0033"
"56091",56091,"1","#376996"
"56092",56092,"1","#376996"
"56093",56093,"9","#5F758E"
"56094",56094,"2","#C3B299"
"56095",56095,"3","#815355"
"56096",56096,"2","#C3B299"
"56097",56097,"8","#DB162F"
"56098",56098,"6","#916C80"
"56099",56099,"0","#0B0033"
"56100",56100,"8","#DB162F"
"56101",56101,"0","#0B0033"
"56102",56102,"4","#C09BD8"
"56103",56103,"1","#376996"
"56104",56104,"1","#376996"
"56105",56105,"3","#815355"
"56106",56106,"0","#0B0033"
"56107",56107,"9","#5F758E"
"56108",56108,"0","#0B0033"
"56109",56109,"4","#C09BD8"
"56110",56110,"6","#916C80"
"56111",56111,"2","#C3B299"
"56112",56112,"9","#5F758E"
"56113",56113,"3","#815355"
"56114",56114,"5","#48284A"
"56115",56115,"0","#0B0033"
"56116",56116,"8","#DB162F"
"56117",56117,"7","#3B1F2B"
"56118",56118,"1","#376996"
"56119",56119,"8","#DB162F"
"56120",56120,"2","#C3B299"
"56121",56121,"7","#3B1F2B"
"56122",56122,"1","#376996"
"56123",56123,"2","#C3B299"
"56124",56124,"5","#48284A"
"56125",56125,"9","#5F758E"
"56126",56126,"3","#815355"
"56127",56127,"4","#C09BD8"
"56128",56128,"6","#916C80"
"56129",56129,"6","#916C80"
"56130",56130,"8","#DB162F"
"56131",56131,"7","#3B1F2B"
"56132",56132,"1","#376996"
"56133",56133,"2","#C3B299"
"56134",56134,"7","#3B1F2B"
"56135",56135,"6","#916C80"
"56136",56136,"6","#916C80"
"56137",56137,"6","#916C80"
"56138",56138,"9","#5F758E"
"56139",56139,"4","#C09BD8"
"56140",56140,"8","#DB162F"
"56141",56141,"7","#3B1F2B"
"56142",56142,"3","#815355"
"56143",56143,"8","#DB162F"
"56144",56144,"9","#5F758E"
"56145",56145,"9","#5F758E"
"56146",56146,"8","#DB162F"
"56147",56147,"2","#C3B299"
"56148",56148,"4","#C09BD8"
"56149",56149,"5","#48284A"
"56150",56150,"9","#5F758E"
"56151",56151,"8","#DB162F"
"56152",56152,"5","#48284A"
"56153",56153,"2","#C3B299"
"56154",56154,"7","#3B1F2B"
